"hh_refno","ave_precip","dist_water_bodies","Shannon_tree","richness_tree","Slope","Elevation","dist_forest","Male_Female_ratio","hhmembers","hh_dep_ratio","literacy_rate","leveledu","hh_labor_days","Info_network","market_network","ag_implements","water_inf","farm_structures","comm_inf","dist_cell_wifi_tower","transp_inf","dist_main_roads","dist_any_roads","time_field_travel","wage_entry_n","liv_sale_number","house_tenure_n","house_walls_n","house_roof_n","house_floor_n","house_san_n","house_electricity_n","house_water_n","house_fuel_cook_n","house_fuel_light_n","hh_microf_n","landsize","farm_type","fields","CIF","Maize_yield","lands_eplot","landscape_no","eplot_no","phosphorous","sulfur","pH","Clay","Ca","Mg","K","C_capacity","Al_exc","Al_sat","Mg_indicator","K_indicator","P_indicator","S_indicator","Ca_indicator","farmproc_ph_indicator","soil_fertility_indicator","C_deficit_indicator","N_PNB","P_PNB","K_PNB","N_added","P_added","K_added","N_PNBI","P_PNBI","K_PNBI","all_PNBI","Carbon_storage","Soil_fertility","Water_storage","Nutrient_supply","Maize_yield_class"
"TZA-L20-H30",632.6111111,9.64689064,1.75479644713717,8.678,0.256232798,1051,40.25233078,7,8,0.375,0.75,0,30,2,0,14,3,2,4,17.58728218,2,8.975661278,1.118034005,5,6,7,4,4,1,2,2,1,6,1,3,1,6,2,4,8,1945.951875,"L20 _ 1","L20",1,13.72223533,14.76326933,7.076327333,57.96835267,11.47612383,4.642968495,1.147042355,42.9406204659185,0.370226167,2.09922086654842,0.08457499184,0.167,0.058938976711,0.163046597811,0.167,0.167,0.807560566362,0,-28.6959506428571,-7.91574391964286,-8.30625807142857,0,0,0,0.185118931481482,0.245511161574074,0.333,0.763630093055556,0.166488864114959,0.65104691456344,0.578984748345727,0.294301424673541,"1"
"TZA-L22-H03",1105.222222,5.315073013,2.42087976447601,14,0.632826865,142,4.75,1.33333333333333,7,0.428571428571429,1,0,65.6666666666667,2,0,11,3,1,4,29.60574341,2,13.45594692,8.189169884,4,0,7,4,4,1,1,2,1,5,1,3,1,4,1,3,8,336.961363636364,"L22 _ 3","L22",3,8.993436946,11.28082367,6.831453056,31.59924249,7.73750861,3.00839805583333,0.272128354615385,29.1667417536655,0.0651745,0.588047170630059,0.0322687377866666,0.0230810734769232,0.0272560275382,0.104889755289,0.167,0.167,0.52149559409079,0,-5.94050404040404,-1.64861467171717,-1.72723898989899,0,0,0,0.333,0.333,0.333,0.999,0.0312502987283019,0.566405446452823,0.459136851101872,0.557508005013091,"0"
"TZA-L22-H13",1105.222222,4.808845997,1.84914468451471,7.252,1.709270239,119,2.25,0.333333333333333,4,0.5,0.75,1,40.5,2,0,7,3,2,3,27.00115776,2,11.38529778,4.506938934,14.375,0,13,4,6,3,2,2,2,3,1,5,1,6,2,5,9,1029.60416666667,"L22 _ 6","L22",6,6.480869167,10.19563839,6.477024167,51.17593389,7.887384305,3.13077905083333,0.612454764871795,43.495958040303,0.105956333,0.902787550302214,0.0361849296266666,0.131985524758974,0.0104218234189,0.086767161113,0.167,0.167,0.599359438917541,0,-14.7909992857143,-3.91102497023809,-4.27138642857143,0,0,0,0.333,0.333,0.333,0.999,0,0.513227364439364,0.526130243083295,0.785714285714286,"0"
"TZA-L22-H14",1105.222222,4.808845997,1.84914468451471,7.252,1.709270239,119,2.25,0.75,7,0.571428571428571,0.857142857142857,1,12.1904761904762,2,0,14,3,2,4,27.00115776,4,11.38529778,4.506938934,20,1,20,4,1,3,2,2,2,3,2,5,1,2,1,3,10,308.88125,"L22 _ 6","L22",6,14.32527889,10.87539928,6.447478889,34.25009611,7.43603736,3.08258381916667,0.304973717948718,24.3298604712756,0.0914565,0.837893443398443,0.0346426822133334,0.0335915897435898,0.062979368563,0.098119167976,0.167,0.167,0.563332808495923,0,-8.71456966666667,-2.38456325,-2.52870783333333,0,0,0,0.333,0.333,0.333,0.999,0,0.513227364439364,0.526130243083295,0.785714285714286,"0"
"TZA-L22-H15",1141.638889,8.838834763,2.5816034714813,21,3.311797142,230,3.010398626,1.5,5,0.2,0.8,1,35.2,4,1,10,3,1,4,30.45591164,1,15.76784706,2.46221447,30,0,2,4,3,3,2,3,1,3,1,3,1,3,1,3,11,2471.05,"L22 _ 1","L22",1,15.79351333,10.07295981,7.270631111,44.29255917,8.85221597,3.20465439833333,0.481714943076923,29.8086112276,0.108185805,0.855442104582883,0.0385489407466666,0.0901487817846154,0.072816539311,0.084718428827,0.167,0.167,0.620232690669282,0,-30.8606688888889,-7.68771111111111,-8.84086777777778,0,0,0,0.173861925925926,0.257202888888889,0.333,0.764064814814815,0,0.379034265934964,0.366145845459495,0.659170263025174,"1"
"TZA-L22-H16",1141.638889,9.656603813,2.31387718479968,20,2.609085321,228,2.015564442,0.333333333333333,4,0.5,0.75,1,9.41666666666667,4,1,6,3,1,3,31.5723381,4,16.6207695,3.335416079,30,0,4,4,4,3,2,2,4,10,1,4,1,1,1,3,12,353.007142857143,"L22 _ 7","L22",7,6.089213056,9.900606417,6.622066666,24.11685556,4.609999472,2.25783729166667,0.232143148153846,19.158241395039,0.033381778,0.46796699020094,0.0082507933333334,0.0102858074092307,0.0077977274752,0.0818401271639,0.083519983104,0.167,0.358694438485664,0,-5.22764355555556,-1.3382893015873,-1.50302596825397,0,0,0,0.333,0.333,0.333,0.999,0,0.487230181519124,0.378117729549145,0.714285714285714,"0"
"TZA-L22-H19",1105.222222,5.02493763,2.24527790283027,10.846,1.652204871,122,2.512468815,1,4,0.5,0.5,1,24.5,4,1,7,3,1,1,27.25458717,2,11.67261791,4.451123238,13,0,5.57142857142857,4,5,1,1,2,1,5,1,3,1,2,1,4,13,247.105,"L22 _ 8","L22",8,18.19890278,8.450934361,6.649400833,13.68986167,4.511820528,1.01263305583333,0.135558867512821,24.9113949753924,0.056354417,0.985843251454999,0,0,0.088932648626,0.0576306038287,0.080378256896,0.167,0.3939415093507,0,-7.975313875,-2.02780540625,-2.168346375,0,0,0,0.333,0.333,0.333,0.999,0.0623120216107322,0.593445205659233,0.550463084263239,0.783644433850162,"0"
"TZA-L22-H20",1105.222222,5.02493763,2.24527790283027,10.846,1.652204871,122,2.512468815,0.666666666666667,5,0.5,0.8,1,29.8,4,0,6,3,2,3,27.25458717,1,11.67261791,4.451123238,15,0,0,4,4,1,1,2,1,1,1,3,1,3,1,4,13,1235.525,"L22 _ 8","L22",8,58.83492194,9.441927556,6.307290833,12.21579917,4.686968764,1.07041439833333,0.167039586897436,31.7237567079955,0.089373444,1.48614022039191,0,0,0.167,0.0741801901852,0.085983000448,0.167,0.4941631906332,0,-14.5632527419355,-3.38374427419355,-3.91382435483871,0,0,0,0.328962111111111,0.332437194444444,0.333,0.994399305555556,0.0623120216107322,0.593445205659233,0.550463084263239,0.783644433850162,"0"
"TZA-L22-H22",1105.222222,4.854122162,2.92137438492969,26,1.903898954,122,2.25,0.75,7,0.571428571428571,0.714285714285714,0,38.9285714285714,2,0,9,3,1,4,27,2,11.34955978,4.716990471,0,0,0,4,4,1,1,2,1,5,1,3,1,4,1,3,14,1205.39024390244,"L22 _ 13","L22",13,74.55833111,14.12532141,5.838805555,18.67371222,5.126423165,1.2037570375,0.220622962974359,28.5971812051721,0.319472417,4.65006699025224,0,0.0065993481517948,0.167,0.152392867547,0.10004554128,0.167,0.593037756978795,0,-12.484007594235,-2.75185113636364,-5.30782635809313,0,0,0,0.331774688346883,0.333,0.333,0.997774688346884,0,0.472000104662492,0.405858985462657,0.478831695695854,"0"
"TZA-L22-H29",1218.5,3.02076149,2.14193169943065,20,1.505235791,189,6.754628181,1,4,0.25,0.75,1,17.75,4,0,9,3,1,4,34.47644043,1,17.4086895,11.45098209,37.5,0,0,4,4,1,1,2,1,8,1,3,1,1,1,3,4,755.043055555555,"L22 _ 11","L22",11,33.01981445,14.86268772,6.474593056,54.38550195,8.228124445,3.553847685,0.760687521538462,55.988065763369,0.135912389,1.07198498825762,0.04972312592,0.167,0.167,0.164706884924,0.167,0.167,0.882430010844,0.199602002152081,-12.7030274074074,-3.30846138888889,-3.66081481481481,0,0,0,0.333,0.333,0.333,0.999,0.0399204004304162,0.456396159351163,0.497876080840129,0.529058292398407,"0"
"TZA-L22-H30",1105.222222,5.315073013,2.42087976447601,14,0.632826865,142,4.75,2,6,0.166666666666667,1,1,66.3333333333333,2,0,10,3,1,4,29.60574341,2,13.45594692,8.189169884,37.5,0,7,4,4,2,1,2,1,1,1,3,1,6,2,3,4,1965.60795454545,"L22 _ 3","L22",3,10.37786528,5.270400722,6.549748333,13.43155722,3.281058278,0.817911365833333,0.105949009974359,20.2886864350931,0.102811306,2.38667017104735,0,0,0.036531697376,0.0045156920573999,0.040993864896,0.167,0.2490412543294,0,-27.6470690207337,-7.02349654944179,-7.940780261563,0,0,0,0.222,0.250755664983165,0.333,0.805755664983165,0.0312502987283019,0.566405446452823,0.459136851101872,0.557508005013091,"1"
